0.680000 -0.526350 68.000000 0.975188 -0.618892 1.154997 -0.565501 -0.526350
0.690000 -0.551750 69.000000 0.975201 -0.662768 1.179101 -0.596918 -0.551750
0.700000 -0.576559 70.000000 0.975216 -0.708560 1.205448 -0.628335 -0.576559
0.710000 -0.600749 71.000000 0.975233 -0.756496 1.234247 -0.659752 -0.600749
0.720000 -0.624299 72.000000 0.975252 -0.806829 1.265737 -0.691169 -0.624299
0.730000 -0.647183 73.000000 0.975273 -0.859853 1.300195 -0.722586 -0.647183
0.740000 -0.669380 74.000000 0.975297 -0.915904 1.337940 -0.754003 -0.669380
0.750000 -0.690866 75.000000 0.975324 -0.975368 1.379348 -0.785421 -0.690866
0.760000 -0.711621 76.000000 0.975355 -1.038697 1.424854 -0.816838 -0.711621
0.770000 -0.731625 77.000000 0.975390 -1.106419 1.474974 -0.848255 -0.731625
0.780000 -0.750857 78.000000 0.975430 -1.179157 1.530319 -0.879673 -0.750857
0.790000 -0.769298 79.000000 0.975476 -1.257651 1.591615 -0.911091 -0.769298
0.800000 -0.786931 80.000000 0.975529 -1.342787 1.659739 -0.942508 -0.786931
0.810000 -0.803738 81.000000 0.975591 -1.435640 1.735754 -0.973926 -0.803738
0.820000 -0.819703 82.000000 0.975664 -1.537520 1.820958 -1.005345 -0.819703
0.830000 -0.834810 83.000000 0.975751 -1.650045 1.916961 -1.036763 -0.834810
0.840000 -0.849044 84.000000 0.975854 -1.775240 2.025776 -1.068182 -0.849044
0.850000 -0.862392 85.000000 0.975979 -1.915670 2.149960 -1.099601 -0.862392
0.860000 -0.874841 86.000000 0.976132 -2.074636 2.292803 -1.131020 -0.874841
0.870000 -0.886380 87.000000 0.976321 -2.256457 2.458618 -1.162440 -0.886380
0.880000 -0.896997 88.000000 0.976561 -2.466906 2.653167 -1.193860 -0.896997
0.890000 -0.906682 89.000000 0.976870 -2.713868 2.884329 -1.225281 -0.906682
0.900000 -0.915426 90.000000 0.977277 -3.008419 3.163171 -1.256702 -0.915426
0.910000 -0.923222 91.000000 0.977830 -3.366616 3.505746 -1.288125 -0.923222
0.920000 -0.930062 92.000000 0.978605 -3.812679 3.936266 -1.319549 -0.930062
0.930000 -0.935940 93.000000 0.979745 -4.384954 4.493075 -1.350974 -0.935940
0.940000 -0.940851 94.000000 0.981519 -5.148062 5.240794 -1.382399 -0.940851
0.950000 -0.944792 95.000000 0.984508 -6.220303 6.297732 -1.413825 -0.944792
0.960000 -0.947759 96.000000 0.990170 -7.845038 7.907279 -1.445244 -0.947759
0.970000 -0.949749 97.000000 1.003134 -10.620779 10.668047 -1.476626 -0.949749
0.980000 -0.950763 98.000000 1.046217 -16.573843 16.606831 -1.507755 -0.950763
0.990000 -0.950800 99.000000 1.528402 -41.921254 41.949107 -1.534354 -0.950800
