
# Surface 0 of 1 surfaces

# Curve title: "'test.dat'"
# Contour 0, label:      0.4
 0.025126  8.01976  0.4 
 0.020101  8.02145  0.4 
 0.015075  8.02317  0.4 
 0.0146795  8.02331  0.4 
 0.01005  8.02492  0.4 
 0.005025  8.0267  0.4 
 0  8.02851  0.4 

 0.517588  7.96683  0.4 
 0.512563  7.96631  0.4 
 0.507538  7.96582  0.4 
 0.502513  7.96535  0.4 
 0.497487  7.9649  0.4 
 0.492462  7.96447  0.4 
 0.487437  7.96406  0.4 
 0.482412  7.96367  0.4 
 0.477387  7.96331  0.4 
 0.472362  7.96297  0.4 
 0.467337  7.96264  0.4 
 0.462312  7.96234  0.4 
 0.457286  7.96206  0.4 
 0.452261  7.9618  0.4 
 0.447236  7.96156  0.4 
 0.442211  7.96135  0.4 
 0.437186  7.96115  0.4 
 0.432161  7.96098  0.4 
 0.427136  7.96082  0.4 
 0.422111  7.96069  0.4 
 0.417085  7.96058  0.4 
 0.41206  7.96049  0.4 
 0.407035  7.96042  0.4 
 0.40201  7.96037  0.4 
 0.396985  7.96035  0.4 
 0.39196  7.96034  0.4 
 0.386935  7.96036  0.4 
 0.38191  7.96039  0.4 
 0.376884  7.96045  0.4 
 0.371859  7.96053  0.4 
 0.366834  7.96063  0.4 
 0.361809  7.96075  0.4 
 0.356784  7.9609  0.4 
 0.351759  7.96106  0.4 
 0.346734  7.96125  0.4 
 0.341709  7.96146  0.4 
 0.336683  7.96168  0.4 
 0.331658  7.96193  0.4 
 0.326633  7.96221  0.4 
 0.321608  7.9625  0.4 
 0.316583  7.96281  0.4 
 0.311558  7.96315  0.4 
 0.306533  7.96351  0.4 
 0.301508  7.96389  0.4 
 0.296482  7.96429  0.4 
 0.291457  7.96472  0.4 
 0.286432  7.96516  0.4 
 0.281407  7.96563  0.4 
 0.276382  7.96612  0.4 
 0.271357  7.96662  0.4 
 0.266332  7.96716  0.4 
 0.261307  7.96771  0.4 
 0.256281  7.96829  0.4 
 0.251256  7.96889  0.4 
 0.246231  7.96951  0.4 
 0.241206  7.97015  0.4 
 0.236181  7.97082  0.4 
 0.231156  7.9715  0.4 
 0.226131  7.97221  0.4 
 0.221106  7.97295  0.4 
 0.21608  7.9737  0.4 
 0.211055  7.97447  0.4 
 0.20603  7.97528  0.4 
 0.201005  7.9761  0.4 
 0.19598  7.97694  0.4 
 0.190955  7.97781  0.4 
 0.18593  7.9787  0.4 
 0.180905  7.97962  0.4 
 0.175879  7.98055  0.4 
 0.170854  7.98151  0.4 
 0.165829  7.98249  0.4 
 0.160804  7.9835  0.4 
 0.155779  7.98453  0.4 
 0.150754  7.98558  0.4 
 0.145729  7.98666  0.4 
