# euler(y0, y1, ) runge2a(y0, y1, ) runge2b(y0, y1, ) runge2c(y0, y1, ) runge3(y0, y1, ) runge4a(y0, y1, ) runge4b(y0, y1, ) adams2(y0, y1, ) adams3(y0, y1, ) adams4(y0, y1, ) 
0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000
0.050050 1.000000 0.100100 1.002505 0.099975 1.002505 0.100037 1.002505 0.100017 1.002504 0.100100 1.002505 0.100100 1.002505 0.100100 1.002505 0.100100 1.002505 0.100100 1.002505 0.100100
0.100100 1.005010 0.199950 1.010014 0.199947 1.010017 0.200073 1.010016 0.200031 1.010018 0.200197 1.010020 0.200197 1.010020 0.200198 1.010020 0.200197 1.010020 0.200197 1.010020 0.200197
0.150150 1.015018 0.299547 1.022526 0.299903 1.022535 0.300094 1.022532 0.300031 1.022541 0.300279 1.022545 0.300280 1.022545 0.300280 1.022545 0.300276 1.022962 0.300637 1.022545 0.300280
0.200200 1.030010 0.398876 1.040040 0.399811 1.040059 0.400070 1.040053 0.399984 1.040073 0.400314 1.040077 0.400315 1.040077 0.400315 1.040077 0.400307 1.040516 0.400633 1.042165 0.401066
0.250250 1.049974 0.497903 1.062553 0.499608 1.062585 0.499940 1.062574 0.499829 1.062609 0.500241 1.062614 0.500243 1.062614 0.500243 1.062614 0.500227 1.063069 0.500601 1.064337 0.500685
0.300300 1.074894 0.596560 1.090057 0.599196 1.090106 0.599606 1.090089 0.599470 1.090142 0.599961 1.090148 0.599965 1.090148 0.599965 1.090147 0.599937 1.090622 0.600364 1.091886 0.600679
0.350350 1.104752 0.694742 1.122538 0.698434 1.122608 0.698928 1.122585 0.698763 1.122658 0.699334 1.122665 0.699338 1.122665 0.699338 1.122663 0.699294 1.123160 0.699779 1.124447 0.700214
0.400400 1.139523 0.792300 1.159976 0.797130 1.160070 0.797712 1.160039 0.797518 1.160134 0.798166 1.160143 0.798172 1.160143 0.798172 1.160138 0.798108 1.160661 0.798654 1.161972 0.799203
0.450450 1.179178 0.889036 1.202336 0.895036 1.202460 0.895714 1.202419 0.895488 1.202539 0.896213 1.202549 0.896220 1.202549 0.896220 1.202540 0.896130 1.203092 0.896744 1.204434 0.897405
0.500501 1.223674 0.984698 1.249574 0.991853 1.249732 0.992632 1.249679 0.992372 1.249826 0.993170 1.249837 0.993179 1.249837 0.993179 1.249821 0.993059 1.250407 0.993745 1.251784 0.994516
0.550551 1.272959 1.078982 1.301626 1.087221 1.301823 1.088107 1.301757 1.087812 1.301930 1.088681 1.301942 1.088691 1.301942 1.088691 1.301918 1.088537 1.302542 1.089299 1.303961 1.090176
0.600601 1.326962 1.171531 1.358409 1.180731 1.358651 1.181729 1.358570 1.181396 1.358770 1.182333 1.358784 1.182344 1.358784 1.182344 1.358747 1.182151 1.359414 1.182993 1.360880 1.183975
0.650651 1.385597 1.261937 1.419821 1.271923 1.420113 1.273036 1.420016 1.272664 1.420242 1.273665 1.420256 1.273678 1.420256 1.273678 1.420204 1.273441 1.420920 1.274368 1.422438 1.275449
0.700701 1.448757 1.349750 1.485733 1.360297 1.486081 1.361526 1.485965 1.361116 1.486216 1.362176 1.486232 1.362190 1.486232 1.362190 1.486160 1.361907 1.486930 1.362921 1.488505 1.364098
0.750751 1.516312 1.434484 1.555990 1.445322 1.556400 1.446669 1.556264 1.446219 1.556539 1.447333 1.556556 1.447349 1.556556 1.447349 1.556461 1.447018 1.557290 1.448120 1.558928 1.449387
0.800801 1.588108 1.515630 1.630412 1.526451 1.630891 1.527913 1.630731 1.527424 1.631028 1.528588 1.631047 1.528605 1.631047 1.528605 1.630923 1.528224 1.631820 1.529414 1.633523 1.530767
0.850851 1.663965 1.592667 1.708791 1.603133 1.709343 1.604705 1.709158 1.604179 1.709475 1.605387 1.709495 1.605406 1.709495 1.605406 1.709338 1.604976 1.710308 1.606252 1.712083 1.607684
0.900901 1.743678 1.665078 1.790888 1.674833 1.791520 1.676509 1.791309 1.675948 1.791644 1.677195 1.791665 1.677215 1.791665 1.677215 1.791470 1.676738 1.792520 1.678097 1.794369 1.679602
0.950951 1.827016 1.732368 1.876443 1.741052 1.877159 1.742822 1.876920 1.742229 1.877271 1.743509 1.877293 1.743530 1.877293 1.743530 1.877055 1.743010 1.878192 1.744447 1.880119 1.746018
1.001001 1.913721 1.794083 1.965169 1.801345 1.965974 1.803195 1.965705 1.802575 1.966070 1.803883 1.966093 1.803905 1.966093 1.803905 1.965808 1.803348 1.967037 1.804854 1.969046 1.806484
1.051051 2.003515 1.849831 2.056759 1.855344 2.057657 1.857258 2.057357 1.856615 2.057734 1.857947 2.057758 1.857969 2.057759 1.857969 2.057421 1.857383 2.058749 1.858949 2.060843 1.860630
1.101101 2.096099 1.899302 2.150890 1.902777 2.151885 1.904737 2.151552 1.904078 2.151940 1.905428 2.151966 1.905452 2.151966 1.905452 2.151574 1.904846 2.153005 1.906459 2.155186 1.908184
1.151151 2.191159 1.942285 2.247228 1.943492 2.248321 1.945478 2.247956 1.944810 2.248355 1.946175 2.248382 1.946198 2.248382 1.946199 2.247932 1.945585 2.249471 1.947231 2.251740 1.948993
1.201201 2.288370 1.978696 2.345434 1.977476 2.346627 1.979463 2.346228 1.978794 2.346640 1.980170 2.346668 1.980194 2.346668 1.980194 2.346159 1.979586 2.347808 1.981250 2.350167 1.983040
1.251251 2.387404 2.008587 2.445174 2.004867 2.446467 2.006832 2.446034 2.006169 2.446459 2.007554 2.446489 2.007578 2.446489 2.007578 2.445920 2.006991 2.447682 2.008655 2.450132 2.010465
1.301301 2.487934 2.032170 2.546122 2.025975 2.547514 2.027891 2.547047 2.027243 2.547491 2.028634 2.547521 2.028659 2.547522 2.028659 2.546894 2.028108 2.548768 2.029753 2.551310 2.031577
1.351351 2.589644 2.049824 2.647974 2.041287 2.649462 2.043128 2.648963 2.042504 2.649429 2.043900 2.649461 2.043925 2.649461 2.043925 2.648777 2.043426 2.650762 2.045035 2.653396 2.046866
1.401401 2.692238 2.062108 2.750455 2.051480 2.752035 2.053218 2.751505 2.052628 2.751999 2.054026 2.752033 2.054051 2.752033 2.054052 2.751296 2.053622 2.753390 2.055174 2.756116 2.057007
1.451451 2.795447 2.069767 2.853328 2.057417 2.854995 2.059026 2.854435 2.058478 2.854966 2.059879 2.855000 2.059904 2.855000 2.059904 2.854216 2.059561 2.856414 2.061037 2.859232 2.062869
1.501502 2.899039 2.073734 2.956403 2.060150 2.958150 2.061607 2.957564 2.061109 2.958139 2.062511 2.958175 2.062536 2.958176 2.062536 2.957352 2.062296 2.959647 2.063678 2.962556 2.065505
1.551552 3.002829 2.075125 3.059549 2.060916 3.061369 2.062197 3.060758 2.061757 3.061390 2.063160 3.061427 2.063185 3.061427 2.063185 3.060572 2.063062 3.062958 2.064335 3.065956 2.066154
1.601602 3.106689 2.075236 3.162701 2.061123 3.164585 2.062207 3.163952 2.061832 3.164652 2.063236 3.164691 2.063261 3.164691 2.063261 3.163815 2.063269 3.166281 2.064417 3.169369 2.066230
1.651652 3.210555 2.075531 3.265868 2.062340 3.267806 2.063210 3.267154 2.062905 3.267936 2.064310 3.267976 2.064335 3.267977 2.064335 3.267092 2.064486 3.269627 2.065498 3.272803 2.067305
1.701702 3.314435 2.077628 3.369141 2.066279 3.371124 2.066921 3.370456 2.066692 3.371335 2.068098 3.371376 2.068123 3.371376 2.068123 3.370496 2.068427 3.373087 2.069293 3.376352 2.071098
1.751752 3.418421 2.083281 3.472702 2.074782 3.474717 2.075184 3.474038 2.075035 3.475029 2.076443 3.475072 2.076469 3.475072 2.076469 3.474210 2.076933 3.476845 2.077647 3.480197 2.079456
1.801802 3.522689 2.094364 3.576827 2.089795 3.578862 2.089951 3.578175 2.089884 3.579296 2.091297 3.579339 2.091323 3.579340 2.091323 3.578511 2.091954 3.581175 2.092513 3.584615 2.094331
1.851852 3.627512 2.112849 3.681891 2.113355 3.683934 2.113262 3.683244 2.113277 3.684511 2.114700 3.684556 2.114726 3.684556 2.114726 3.683777 2.115526 3.686455 2.115930 3.689983 2.117768
1.901902 3.733260 2.140784 3.788374 2.147567 3.790413 2.147225 3.789723 2.147323 3.791155 2.148760 3.791201 2.148786 3.791202 2.148787 3.790490 2.149759 3.793165 2.150010 3.796782 2.151878
1.951952 3.840407 2.180278 3.896863 2.194587 3.898885 2.194000 3.898200 2.194179 3.899816 2.195639 3.899863 2.195666 3.899864 2.195667 3.899235 2.196812 3.901893 2.196916 3.905601 2.198827
2.002002 3.949530 2.233474 4.008053 2.256609 4.010046 2.255783 4.009370 2.256042 4.011189 2.257535 4.011238 2.257564 4.011239 2.257564 4.010712 2.258883 4.013336 2.258846 4.017136 2.260815
2.052052 4.061315 2.302540 4.122750 2.335848 4.124703 2.334793 4.124040 2.335128 4.126083 2.336670 4.126133 2.336699 4.126134 2.336700 4.125726 2.338191 4.128301 2.338023 4.132197 2.340067
2.102102 4.176557 2.389649 4.241872 2.434533 4.243774 2.433260 4.243127 2.433668 4.245415 2.435277 4.245467 2.435308 4.245467 2.435308 4.245196 2.436973 4.247706 2.436683 4.251703 2.438820
2.152152 4.296159 2.496970 4.366449 2.554898 4.368287 2.553420 4.367660 2.553897 4.370216 2.555598 4.370270 2.555631 4.370270 2.555631 4.370155 2.557470 4.372585 2.557069 4.376686 2.559319
2.202202 4.421133 2.626661 4.497620 2.699180 4.499386 2.697514 4.498782 2.698054 4.501629 2.699877 4.501686 2.699912 4.501686 2.699913 4.501743 2.701928 4.504079 2.701427 4.508291 2.703813
2.252252 4.552597 2.780861 4.636640 2.869620 4.638324 2.867782 4.637747 2.868379 4.640910 2.870362 4.640969 2.870400 4.640969 2.870400 4.641218 2.872596 4.643444 2.872004 4.647776 2.874550
2.302302 4.691780 2.961691 4.784873 3.068462 4.786467 3.066469 4.785919 3.067118 4.789426 3.069304 4.789488 3.069345 4.789488 3.069345 4.789947 3.071730 4.792051 3.071055 4.796509 3.073787
2.352352 4.840012 3.171253 4.943798 3.297957 4.945294 3.295828 4.944778 3.296522 4.948658 3.298964 4.948723 3.299009 4.948723 3.299009 4.949412 3.301592 4.951379 3.300842 4.955975 3.303788
2.402402 4.998734 3.411635 5.115006 3.560373 5.116397 3.558126 5.115915 3.558860 5.120201 3.561618 5.120269 3.561668 5.120270 3.561668 5.121207 3.564463 5.123025 3.563642 5.127770 3.566832
2.452452 5.169486 3.684910 5.300200 3.857995 5.301481 3.855650 5.301035 3.856417 5.305762 3.859562 5.305835 3.859617 5.305835 3.859617 5.307042 3.862642 5.308699 3.861751 5.313605 3.865217
2.502503 5.353916 3.993146 5.501202 4.193134 5.502367 4.190711 5.501959 4.191505 5.507167 4.195117 5.507245 4.195178 5.507245 4.195179 5.508743 4.198454 5.510224 4.197494 5.515307 4.201270
2.552553 5.553773 4.338406 5.719946 4.568128 5.720992 4.565650 5.720623 4.566462 5.726356 4.570631 5.726439 4.570701 5.726440 4.570701 5.728251 4.574252 5.729545 4.573220 5.734820 4.577342
2.602603 5.770911 4.722750 5.958487 4.985342 5.959411 4.982832 5.959082 4.983655 5.965388 4.988484 5.965478 4.988562 5.965479 4.988563 5.967628 4.992417 5.968720 4.991307 5.974207 4.995815
2.652653 6.007285 5.148235 6.218998 5.447165 6.219798 5.444649 6.219509 5.445475 6.226444 5.451075 6.226541 5.451164 6.226542 5.451165 6.229055 5.455355 6.229932 5.454160 6.235649 5.459093
2.702703 6.264954 5.616906 6.503771 5.955997 6.504446 5.953506 6.504198 5.954324 6.511821 5.960821 6.511927 5.960922 6.511928 5.960922 6.514832 5.965484 6.515479 5.964193 6.521451 5.969596
2.752753 6.546080 6.130789 6.815219 6.514237 6.815771 6.511805 6.815563 6.512604 6.823941 6.520133 6.824057 6.520248 6.824058 6.520249 6.827384 6.525219 6.827785 6.523822 6.834035 6.529739
2.802803 6.852927 6.691873 7.155875 7.124255 7.156306 7.121921 7.156139 7.122688 7.165344 7.131398 7.165471 7.131529 7.165472 7.131529 7.169252 7.136948 7.169392 7.135432 7.175947 7.141913
2.852853 7.187855 7.302082 7.528390 7.788360 7.528705 7.786170 7.528576 7.786889 7.538689 7.796939 7.538829 7.797089 7.538830 7.797090 7.543097 7.802998 7.542960 7.801351 7.549848 7.808445
2.902903 7.553325 7.963250 7.935527 8.508759 7.935734 8.506766 7.935640 8.507421 7.946748 8.518981 7.946903 8.519151 7.946904 8.519152 7.951695 8.525590 7.951263 8.523800 7.958517 8.531561
2.952953 7.951886 8.677074 8.380158 9.287503 8.380266 9.285768 8.380205 9.286338 8.392403 9.299589 8.392574 9.299784 8.392575 9.299785 8.397928 9.306793 8.397182 9.304850 8.404838 9.313333
3.003003 8.386174 9.445068 8.865253 10.126425 8.865274 10.125021 8.865240 10.125482 8.878631 10.140614 8.878820 10.140835 8.878821 10.140837 8.884776 10.148453 8.883699 10.146350 8.891793 10.155612
3.053053 8.858900 10.268504 9.393864 11.027069 9.393815 11.026077 9.393805 11.026402 9.408496 11.043613 9.408707 11.043864 9.408708 11.043866 9.415306 11.052125 9.413879 11.049858 9.422451 11.059959
3.103103 9.372839 11.148348 9.969117 11.990606 9.969018 11.990120 9.969025 11.990277 9.985133 12.009771 9.985366 12.010056 9.985367 12.010058 9.992651 12.018991 9.990857 12.016560 9.999951 12.027559
3.153153 9.930815 12.085181 10.594184 13.017742 10.594060 13.017869 10.594074 13.017824 10.611722 13.039807 10.611980 13.040129 10.611982 13.040131 10.619993 13.049763 10.617815 13.047175 10.627479 13.059135
3.203203 10.535679 13.079123 11.272257 14.108626 11.272140 14.109483 11.272151 14.109196 11.291467 14.133877 11.291753 14.134240 11.291754 14.134242 11.300537 14.144592 11.297960 14.141859 11.308242 14.154841
3.253253 11.190289 14.129748 12.006525 15.262740 12.006450 15.264457 12.006447 15.263885 12.027563 15.291470 12.027879 15.291877 12.027881 15.291880 12.037475 15.302956 12.034487 15.300100 12.045441 15.314167
3.303303 11.897484 15.235988 12.800129 16.478797 12.800139 16.481517 12.800108 16.480612 12.823160 16.511301 12.823510 16.511757 12.823512 16.511760 12.833958 16.523564 12.830548 16.520613 12.842231 16.535826
